,specz_redshift
654,0.28876999
655,0.131980002
656,0.49605
657,0.20555
658,0.476020008
659,0.128480002
660,0.144779995
661,0.474169999
662,0.437739998
663,0.270090014
664,0.271679997
665,0.0557999983
666,0.315939993
667,0.25929001
668,0.179440007
669,0.24447
670,0.130170003
671,0.402830005
672,0.04476
673,0.0620200001
674,0.3028
675,0.1153
676,0.309520006
677,0.41782999
678,0.178792194
679,0.283939987
680,0.0310900006
681,0.0867699981
682,0.188999996
683,0.285580009
684,0.164930001
685,0.48010999
686,0.091839999
687,0.473820001
688,0.216649994
689,0.197219998
690,0.496170014
691,0.493699998
692,0.210950002
693,0.0318100005
694,0.164350003
695,0.275150001
696,0.46777001
697,0.375800014
698,0.186979994
699,0.0166699998
700,0.25733
701,0.46509999
702,0.493420005
703,0.150810003
704,0.144909993
705,0.150299996
706,0.263517737
707,0.191670001
708,0.105640002
709,0.326770008
710,0.123240001
711,0.4531205
712,0.165470004
713,0.477780014
714,0.34454
715,0.461890012
716,0.49744001
717,0.459199995
718,0.201580003
719,0.202429995
720,0.318610013
721,0.092459999
722,0.171700001
723,0.0807399973
724,0.129529998
725,0.0859099999
726,0.241779998
727,0.178489998
728,0.381119996
729,0.302960008
730,0.227410004
731,0.204589993
732,0.0973299965
733,0.242249995
734,0.295940012
735,0.199900001
736,0.194409996
737,0.4727
738,0.343499988
739,0.178990006
740,0.463099986
741,0.289440006
742,0.264609993
743,0.114809997
744,0.278310001
745,0.312489986
746,0.166879997
747,0.113700002
748,0.495299995
749,0.184489995
750,0.110239998
751,0.482740015
752,0.3477
753,0.48488
754,0.415939987
755,0.298680007
756,0.473670006
757,0.114139996
758,0.227300003
759,0.15896
760,0.0305000003
761,0.0720399991
762,0.147080004
763,0.130960003
764,0.123269998
765,0.476790011
766,0.375409991
767,0.432700008
768,0.295210004
769,0.191980004
770,0.177650005
771,0.263429999
772,0.486019999
773,0.374680012
774,0.281800002
775,0.373780012
776,0.497660011
777,0.40772
778,0.121979997
779,0.131329998
780,0.25654
781,0.13075
782,0.443109989
783,0.169090003
784,0.317640007
785,0.268940002
786,0.204809994
787,0.462660015
788,0.0775699988
789,0.320479989
790,0.169660002
791,0.215179995
792,0.495229989
793,0.146579996
794,0.30783999
795,0.337190002
796,0.179110005
797,0.191939995
798,0.131600007
799,0.0771199986
800,0.321119994
801,0.208629996
802,0.348859996
803,0.15467
804,0.185210004
805,0.0475500003
806,0.114229999
807,0.469170004
808,0.160459995
809,0.224580005
810,0.462309986
811,0.259689987
812,0.219929993
813,0.0870499983
814,0.203490004
815,0.328130007
816,0.202610001
817,0.151160002
818,0.18976
819,0.137119994
820,0.0783800036
821,0.157069996
822,0.0556299984
823,0.0387700014
824,0.129930004
825,0.0992500037
826,0.369599998
827,0.489100009
828,0.117600001
829,0.357829988
830,0.125770003
831,0.470279992
832,0.313580006
833,0.137779996
834,0.138909996
835,0.138239995
836,0.064199999
837,0.100869998
838,0.492810011
839,0.18344
840,0.455920011
841,0.105489999
842,0.353069991
843,0.0371900015
844,0.190390006
845,0.236959994
846,0.218850002
847,0.433780015
848,0.01829
849,0.0618100017
850,0.170969993
851,0.125780001
852,0.472770005
853,0.177719995
854,0.419239998
855,0.0772399977
856,0.137160003
857,0.0945499986
858,0.109229997
859,0.216859996
860,0.188580006
861,0.387829989
862,0.0840599984
863,0.155379996
864,0.345869988
865,0.232209995
866,0.281019986
867,0.183689997
868,0.153919995
869,0.240429997
870,0.0505199991
871,0.450599998
872,0.434329987
873,0.11846
874,0.160449997
875,0.0797500014
876,0.273990005
877,0.111950003
878,0.337969989
879,0.188380003
880,0.394439995
881,0.118000001
882,0.4736
883,0.475394011
884,0.184159994
885,0.464830011
886,0.360410005
887,0.0812600031
888,0.0901099965
889,0.463999987
890,0.207139999
891,0.132569999
892,0.379280001
893,0.23567
894,0.362769991
895,0.331010014
896,0.354330003
897,0.369580001
898,0.296259999
899,0.256119996
900,0.286320001
901,0.123510003
902,0.357439995
903,0.45175001
904,0.139009997
905,0.492150009
906,0.177180007
907,0.387840003
908,0.0745600015
909,0.30726999
910,0.0992600024
911,0.143669993
912,0.415280014
913,0.327600002
914,0.291799992
915,0.35563001
916,0.270410001
917,0.226469994
918,0.133090004
919,0.105700001
920,0.483579993
921,0.0844400004
922,0.223890007
923,0.24323
924,0.185080007
925,0.351579994
926,0.351779997
927,0.315510005
928,0.0884599984
929,0.453920007
930,0.36522001
931,0.150769994
932,0.470759988
933,0.133670002
934,0.152710006
935,0.321319997
936,0.0439400002
937,0.398669988
938,0.475270003
939,0.490570009
940,0.385930002
941,0.201079994
942,0.0671499968
943,0.0771500021
944,0.331750005
945,0.225830004
946,0.0556199998
947,0.139829993
948,0.208639994
949,0.0781999975
950,0.0625799969
951,0.111330003
952,0.419719994
953,0.04868
954,0.325919986
955,0.152999997
956,0.321579993
957,0.46509999
958,0.179759994
959,0.0989499986
960,0.212610006
961,0.163379997
962,0.468479991
963,0.198109999
964,0.497779995
965,0.164580002
966,0.451680005
967,0.438600004
968,0.0992299989
969,0.468580008
970,0.118869998
971,0.147819996
972,0.334679991
973,0.340350002
974,0.145879999
975,0.459980011
976,0.094750002
977,0.227909997
978,0.492540002
979,0.33445999
980,0.350010008
981,0.0693600029
982,0.469150007
983,0.147980005
984,0.429989994
985,0.347290009
986,0.0904399976
987,0.289609998
988,0.360769987
989,0.397309989
990,0.183229998
991,0.0810599998
992,0.394080013
993,0.125019997
994,0.119419999
995,0.159349993
996,0.222259998
997,0.110349998
998,0.117640004
999,0.41444999
1000,0.423070014
1001,0.134350002
1002,0.199200004
1003,0.0926000029
1004,0.476599991
1005,0.259090006
1006,0.453590006
1007,0.223279998
1008,0.435310006
1009,0.48627001
1010,0.0473399982
1011,0.434100002
1012,0.310090005
1013,0.469399989
1014,0.47488001
1015,0.330170006
1016,0.175929993
1017,0.408210009
1018,0.428310007
1019,0.412
1020,0.0696199983
1021,0.178320006
1022,0.222230002
1023,0.396400005
1024,0.484499991
1025,0.0302799996
1026,0.464679986
1027,0.0855799988
1028,0.10148
1029,0.379970014
1030,0.123630002
1031,0.130730003
1032,0.294510007
1033,0.119759999
1034,0.229530007
1035,0.34573999
1036,0.0948700011
1037,0.0256099999
1038,0.140450001
1039,0.111079998
1040,0.243599996
1041,0.441350013
1042,0.212329999
1043,0.0423000008
1044,0.469799995
1045,0.269699991
1046,0.109990001
1047,0.150959998
1048,0.278380007
1049,0.132090002
1050,0.209560007
1051,0.136580005
1052,0.0855899975
1053,0.455900013
1054,0.0458899997
1055,0.0561200008
1056,0.149200007
1057,0.322739989
1058,0.496399999
1059,0.106540002
1060,0.246099994
1061,0.0609200001
1062,0.386290014
1063,0.114359997
1064,0.157049999
1065,0.428090006
1066,0.359259993
1067,0.196740001
1068,0.179030001
1069,0.451510012
1070,0.453880012
1071,0.0293099992
1072,0.130360007
1073,0.314799994
1074,0.0654300004
1075,0.0850500017
1076,0.445780009
1077,0.452740014
1078,0.107170001
1079,0.032540001
1080,0.203889996
1081,0.446229994
1082,0.140949994
1083,0.156819999
1084,0.196490005
1085,0.324779987
1086,0.31397
1087,0.0997899994
1088,0.31498
1089,0.407429993
1090,0.453599989
1091,0.0812600031
1092,0.321090013
1093,0.230839998
1094,0.272278011
1095,0.0807700008
1096,0.0851600021
1097,0.119970001
1098,0.157570004
1099,0.175469995
1100,0.0543799996
1101,0.0539399981
1102,0.46893999
1103,0.277949989
1104,0.254860014
1105,0.151749998
1106,0.415250003
1107,0.178619996
1108,0.329690009
1109,0.276059985
1110,0.0683899969
1111,0.356090009
1112,0.166610003
1113,0.165340006
1114,0.281729996
1115,0.499130011
1116,0.0681700036
1117,0.340420008
1118,0.106030002
1119,0.390899986
1120,0.30952999
1121,0.0459600016
1122,0.0506099984
1123,0.0623699985
1124,0.156660005
1125,0.485700011
1126,0.150279999
1127,0.174290001
1128,0.117590003
1129,0.0423500016
1130,0.476339996
1131,0.317369998
1132,0.175099999
1133,0.263190001
1134,0.460359991
1135,0.450500011
1136,0.149800003
1137,0.36849001
1138,0.353399992
1139,0.267340004
1140,0.312570006
1141,0.37974
1142,0.118639998
1143,0.193759993
1144,0.449800014
1145,0.247999996
1146,0.0625500008
1147,0.30625999
1148,0.188020006
1149,0.176650003
1150,0.262710005
1151,0.466659993
1152,0.203559995
1153,0.267439991
1154,0.0511300005
1155,0.158480003
1156,0.268869996
1157,0.110069998
1158,0.160980001
1159,0.220489994
1160,0.252279997
1161,0.303649992
1162,0.253699988
1163,0.463950008
1164,0.117040001
1165,0.229430005
1166,0.202270001
1167,0.419950008
1168,0.220159993
1169,0.10385
1170,0.166510001
1171,0.42750001
1172,0.099150002
1173,0.279009998
1174,0.387789994
1175,0.438580006
1176,0.190099999
1177,0.485830009
1178,0.132159993
1179,0.316480011
1180,0.438369989
1181,0.414499998
1182,0.226160005
1183,0.154929996
1184,0.108499996
1185,0.296680003
1186,0.262650013
1187,0.413700014
1188,0.0346600004
1189,0.106710002
1190,0.1197
1191,0.12793
1192,0.207059994
1193,0.148570001
1194,0.319220006
1195,0.316570014
1196,0.0438399985
1197,0.491510004
1198,0.106959999
1199,0.26879999
1200,0.181119993
1201,0.454950005
1202,0.109329998
1203,0.0720800012
1204,0.381089985
1205,0.464780003
1206,0.0305799991
1207,0.480679989
1208,0.404089987
1209,0.0844099969
1210,0.193570003
1211,0.0826800019
1212,0.0842899978
1213,0.332670003
1214,0.257279992
1215,0.181219995
1216,0.450919986
1217,0.126249999
1218,0.0825200006
1219,0.349099994
1220,0.157820001
1221,0.496899992
1222,0.479999989
1223,0.074529998
1224,0.470640004
1225,0.216800004
1226,0.328770012
1227,0.135130003
1228,0.2667
1229,0.0658100024
1230,0.353570014
1231,0.162279993
1232,0.481860012
1233,0.406150013
1234,0.224690005
1235,0.189300001
1236,0.443749994
1237,0.228019997
1238,0.12049
1239,0.484458238
1240,0.174360007
1241,0.286839992
1242,0.349799991
1243,0.196820006
1244,0.34119001
1245,0.469929993
1246,0.414380014
1247,0.122369997
1248,0.295839995
1249,0.472180009
1250,0.294860005
1251,0.350329995
1252,0.078230001
1253,0.298304588
1254,0.448139995
1255,0.267289996
1256,0.24199
1257,0.365060002
1258,0.116860002
1259,0.399809986
1260,0.0947799981
1261,0.461120009
1262,0.193110004
1263,0.334619999
1264,0.231669888
1265,0.363880008
1266,0.0728700012
1267,0.468479991
1268,0.201020002
1269,0.287759393
1270,0.245920002
1271,0.0334899984
1272,0.329699993
1273,0.070600003
1274,0.161510006
1275,0.165989995
1276,0.0817100033
1277,0.384189993
1278,0.370700002
1279,0.367700011
1280,0.125589997
1281,0.285210013
1282,0.0518999994
1283,0.345193475
1284,0.278450012
1285,0.247229993
1286,0.251219988
1287,0.259249985
1288,0.0695900023
1289,0.493559986
1290,0.133880004
1291,0.446749985
1292,0.410039991
1293,0.487399995
1294,0.454230011
1295,0.0698800012
1296,0.353729993
1297,0.151179999
1298,0.0817599967
1299,0.404900014
1300,0.159079999
1301,0.280039996
1302,0.211579993
1303,0.498439997
1304,0.122249998
1305,0.103710003
1306,0.382279992
1307,0.376749992
1308,0.18231
1309,0.194839999
1310,0.313719988
1311,0.0655400008
1312,0.198650002
1313,0.159199998
1314,0.159419999
1315,0.0847600028
1316,0.364080012
1317,0.435000002
1318,0.169770002
1319,0.47536999
1320,0.206670001
1321,0.144470006
1322,0.179130003
1323,0.149880007
1324,0.128910005
1325,0.1131
1326,0.392949998
1327,0.305409998
1328,0.259609997
1329,0.383439988
1330,0.0917399973
1331,0.266070008
1332,0.196620002
1333,0.131390005
1334,0.15388
1335,0.168540001
1336,0.209450006
1337,0.459520012
1338,0.337929994
1339,0.317710012
1340,0.341410011
1341,0.486739993
1342,0.437119991
1343,0.360280007
1344,0.436729997
1345,0.0780399963
1346,0.0950800031
1347,0.417860001
1348,0.1382
1349,0.486809999
1350,0.129950002
1351,0.458139986
1352,0.186770007
1353,0.48179999
1354,0.201089993
1355,0.218160003
1356,0.257600009
1357,0.130919993
1358,0.147180006
1359,0.043469999
1360,0.444029987
1361,0.267839998
1362,0.474999994
1363,0.0781499967
1364,0.143610001
1365,0.481000006
1366,0.157240003
1367,0.101800002
1368,0.21785
1369,0.0941400006
1370,0.0498800017
1371,0.266039997
1372,0.106919996
1373,0.283360004
1374,0.120700002
1375,0.19641
1376,0.325509995
1377,0.47924
1378,0.169499993
1379,0.257050008
1380,0.107819997
1381,0.360390007
1382,0.355199993
1383,0.42798999
1384,0.175889999
1385,0.0815832838
1386,0.268469989
1387,0.129109994
1388,0.43528235
1389,0.0894199982
1390,0.305220008
1391,0.200760007
1392,0.358839989
1393,0.101499997
1394,0.0968900025
1395,0.106710002
1396,0.373219997
1397,0.30133
1398,0.201900005
1399,0.5
1400,0.254400015
1401,0.0971999988
1402,0.391550004
1403,0.176540002
1404,0.167610005
1405,0.43900001
1406,0.251489997
1407,0.135509998
1408,0.213579997
1409,0.100129999
1410,0.255849987
1411,0.185589999
1412,0.0597900003
1413,0.384820014
1414,0.131150007
1415,0.495279998
1416,0.442799985
1417,0.37391001
1418,0.0902500004
1419,0.339060009
1420,0.49752
1421,0.197180003
1422,0.0722299963
1423,0.162149996
1424,0.126179993
1425,0.391900003
1426,0.153280005
1427,0.207460001
1428,0.0934699997
1429,0.286170006
1430,0.0207400005
1431,0.123199999
1432,0.226630002
1433,0.16392
1434,0.154359996
1435,0.1338
1436,0.491420001
1437,0.292549998
1438,0.474480003
1439,0.297129989
1440,0.315219998
1441,0.0545700006
1442,0.450410008
1443,0.0653299987
1444,0.0970500037
1445,0.0995299965
1446,0.494729996
1447,0.0953700021
1448,0.313840002
1449,0.144510001
1450,0.131209999
1451,0.0891299993
1452,0.181109995
1453,0.109049998
1454,0.422769994
1455,0.195130005
1456,0.404509991
1457,0.106880002
1458,0.307419986
1459,0.100019999
1460,0.477499992
1461,0.434969991
1462,0.179890007
1463,0.0525900014
1464,0.159449995
1465,0.172189996
1466,0.425579995
1467,0.450069994
1468,0.413010001
1469,0.0273199994
1470,0.177129999
1471,0.144529998
1472,0.0940999985
1473,0.214900002
1474,0.0790800005
1475,0.130600005
1476,0.211170003
1477,0.33149001
1478,0.4287
1479,0.151529998
1480,0.144862399
1481,0.133709997
1482,0.240009993
1483,0.291070014
1484,0.189150006
1485,0.496100008
1486,0.449800014
1487,0.488810003
1488,0.285140008
1489,0.0724399984
1490,0.29440999
1491,0.113519996
1492,0.200680003
1493,0.180849999
1494,0.0507699996
1495,0.482199997
1496,0.0642800033
1497,0.0947400033
1498,0.474900007
1499,0.426090002
1500,0.0756099969
1501,0.259979993
1502,0.398930013
1503,0.172260001
1504,0.460229993
1505,0.338349998
1506,0.129439995
1507,0.0498499982
1508,0.207000002
1509,0.27610001
1510,0.188480005
1511,0.170519993
1512,0.164039999
1513,0.498849988
1514,0.490929991
1515,0.253549993
1516,0.314529985
1517,0.148179993
1518,0.408800006
1519,0.431800008
1520,0.157890007
1521,0.342790008
1522,0.0585700013
1523,0.168880001
1524,0.121699996
1525,0.139339998
1526,0.0855700001
1527,0.116939999
1528,0.173869997
1529,0.354009986
1530,0.221630007
1531,0.293099999
1532,0.417259991
1533,0.426939994
1534,0.28233999
1535,0.358209997
1536,0.0921399966
1537,0.241040006
1538,0.188569993
1539,0.437550008
1540,0.293989986
1541,0.14948
1542,0.403539985
1543,0.193719998
1544,0.0406900011
1545,0.0771699995
1546,0.316049993
1547,0.469830006
1548,0.454210013
1549,0.496710002
1550,0.449440002
1551,0.4903
1552,0.126890004
1553,0.218669996
1554,0.370400012
1555,0.152879998
1556,0.210140005
1557,0.195739999
1558,0.105860002
1559,0.206
1560,0.178100005
1561,0.0390099995
1562,0.47953999
1563,0.301099986
1564,0.483110011
1565,0.341019988
1566,0.127120003
1567,0.259020001
1568,0.17667
1569,0.0754600018
1570,0.347220004
1571,0.145209998
1572,0.0195499994
1573,0.0303399991
1574,0.363629997
1575,0.335669994
1576,0.238159999
1577,0.132510006
1578,0.169330001
1579,0.104730003
1580,0.11186
1581,0.229750007
1582,0.396279991
1583,0.464280009
1584,0.0584199987
1585,0.319499999
1586,0.0856999978
1587,0.442400008
1588,0.497429997
1589,0.213679999
1590,0.462179989
1591,0.303869992
1592,0.176180005
1593,0.353959411
1594,0.327389985
1595,0.132469997
1596,0.108939998
1597,0.137349993
1598,0.485909998
1599,0.133980006
1600,0.12624
1601,0.107069999
1602,0.394620001
1603,0.221670002
1604,0.152919993
1605,0.222570002
1606,0.166720003
1607,0.224830002
1608,0.305229992
1609,0.458299994
1610,0.203700006
1611,0.183390006
1612,0.282900006
1613,0.409130007
1614,0.0788099989
1615,0.248099998
1616,0.458539993
1617,0.414039999
1618,0.220599994
1619,0.0562499985
1620,0.133450001
1621,0.0564699993
1622,0.362679988
1623,0.206880003
1624,0.246140003
1625,0.184959993
1626,0.112559997
1627,0.28847
1628,0.317169994
1629,0.46645999
1630,0.0939399973
1631,0.384451896
1632,0.410780013
1633,0.365280002
1634,0.135000005
1635,0.154300004
1636,0.246509999
1637,0.132320002
1638,0.19822
1639,0.286000013
1640,0.137370005
1641,0.169520006
1642,0.0591799989
1643,0.0713400021
1644,0.272670001
1645,0.176479995
1646,0.164030001
1647,0.46343869
