,specz_redshift
10348,0.378639996
10349,0.28907001
10350,0.135370001
10351,0.112070002
10352,0.197459996
10353,0.362599999
10354,0.191530004
10355,0.24605
10356,0.251049995
10357,0.2786147
10358,0.114040002
10359,0.122570001
10360,0.160099998
10361,0.193561703
10362,0.0129500004
10363,0.495599985
10364,0.197870001
10365,0.0708300024
10366,0.0294100009
10367,0.393830001
10368,0.488200009
10369,0.175579995
10370,0.38361001
10371,0.232720003
10372,0.235829994
10373,0.169060007
10374,0.0892900005
10375,0.215179995
10376,0.429540008
10377,0.238330007
10378,0.469819993
10379,0.318560004
10380,0.0599300005
10381,0.466960013
10382,0.211180001
10383,0.204559997
10384,0.214210004
10385,0.127969995
10386,0.470899999
10387,0.0302600004
10388,0.154369995
10389,0.194169998
10390,0.350930005
10391,0.266460001
10392,0.11338
10393,0.19765
10394,0.150649995
10395,0.267349988
10396,0.351509988
10397,0.466699988
10398,0.11693
10399,0.233590007
10400,0.10447
10401,0.359109998
10402,0.145510003
10403,0.288060009
10404,0.172429994
10405,0.124690004
10406,0.0881000012
10407,0.330610007
10408,0.118129998
10409,0.261979997
10410,0.23872
10411,0.257050008
10412,0.0542000011
10413,0.231130004
10414,0.111210003
10415,0.490099996
10416,0.143399999
10417,0.0822800025
10418,0.126739994
10419,0.251630008
10420,0.291579992
10421,0.407079995
10422,0.104889996
10423,0.280999988
10424,0.291049987
10425,0.46024999
10426,0.0548500009
10427,0.387760013
10428,0.381799996
10429,0.205610007
10430,0.325729996
10431,0.279549986
10432,0.248689994
10433,0.203089997
10434,0.0898599997
10435,0.108989999
10436,0.191880003
10437,0.329149991
10438,0.314599991
10439,0.25060001
10440,0.200139999
10441,0.347530007
10442,0.428759992
10443,0.128580004
10444,0.207409993
10445,0.164220005
10446,0.0855199993
10447,0.0316299982
10448,0.139219999
10449,0.352409989
10450,0.0900700018
10451,0.15907
10452,0.204030007
10453,0.209910005
10454,0.266270012
10455,0.230900005
10456,0.233439997
10457,0.117830001
10458,0.342420012
10459,0.245140001
10460,0.123010002
10461,0.282429993
10462,0.226119995
10463,0.151910007
10464,0.263410002
10465,0.249919996
10466,0.213535205
10467,0.168850005
10468,0.192300007
10469,0.254909992
10470,0.0979000032
10471,0.459800005
10472,0.472790003
10473,0.141560003
10474,0.339269996
10475,0.259909987
10476,0.215059996
10477,0.0772100016
10478,0.0645999983
10479,0.211099997
10480,0.0343700014
10481,0.487670004
10482,0.457049996
10483,0.441799998
10484,0.0918499976
10485,0.345499992
10486,0.0911599994
10487,0.330940008
10488,0.0737899989
10489,0.325830013
10490,0.396499991
10491,0.176819995
10492,0.123070002
10493,0.273019999
10494,0.435160011
10495,0.187800005
10496,0.480989993
10497,0.472000003
10498,0.337449998
10499,0.29697001
10500,0.0887399986
10501,0.48921001
10502,0.182950005
10503,0.40764001
10504,0.156550005
10505,0.190549999
10506,0.469469994
10507,0.43551001
10508,0.158480003
10509,0.150529996
10510,0.363260001
10511,0.486479998
10512,0.109020002
10513,0.15456
10514,0.407609999
10515,0.267940015
10516,0.164240003
10517,0.329100013
10518,0.463099986
10519,0.0802699998
10520,0.327419996
10521,0.42118001
10522,0.487580001
10523,0.467900008
10524,0.276780009
10525,0.430539995
10526,0.336899996
10527,0.357704788
10528,0.242039993
10529,0.481110007
10530,0.421999991
10531,0.40268001
10532,0.372828394
10533,0.166250005
10534,0.306930006
10535,0.0810500011
10536,0.139180005
10537,0.0492299981
10538,0.341500014
10539,0.336109996
10540,0.387510002
10541,0.385039985
10542,0.437400013
10543,0.108039998
10544,0.139919996
10545,0.246069998
10546,0.47874999
10547,0.3829
10548,0.236819997
10549,0.180319995
10550,0.461010009
10551,0.294939995
10552,0.350140005
10553,0.496210009
10554,0.363169998
10555,0.435140014
10556,0.197170004
10557,0.276490003
10558,0.130370006
10559,0.195669994
10560,0.309650004
10561,0.103260003
10562,0.0912500024
10563,0.491939992
10564,0.449739993
10565,0.49831
10566,0.254040003
10567,0.360909998
10568,0.143169999
10569,0.440429986
10570,0.316000015
10571,0.327360004
10572,0.143150002
10573,0.172549993
10574,0.478799999
10575,0.0990199968
10576,0.499139994
10577,0.488559991
10578,0.367419988
10579,0.37887001
10580,0.462760001
10581,0.41117999
10582,0.0783099979
10583,0.439990014
10584,0.282249987
10585,0.0949999988
10586,0.406639993
10587,0.440200001
10588,0.123149998
10589,0.30963999
10590,0.115170002
10591,0.159459993
10592,0.305610001
10593,0.0914399996
10594,0.294059992
10595,0.29846999
10596,0.161760002
10597,0.218050003
10598,0.327879995
10599,0.262970001
10600,0.206310004
10601,0.347339988
10602,0.433380008
10603,0.49476999
10604,0.0533600003
10605,0.347849995
10606,0.279190004
10607,0.474159986
10608,0.356730014
10609,0.166370004
10610,0.495189995
10611,0.485799998
10612,0.245700002
10613,0.204730004
10614,0.156920001
10615,0.123800002
10616,0.136240005
10617,0.156910002
10618,0.223159999
10619,0.273609996
10620,0.287959993
10621,0.278319001
10622,0.0601699986
10623,0.202719778
10624,0.492269993
10625,0.181889996
10626,0.360060006
10627,0.141629994
10628,0.115249999
10629,0.274830014
10630,0.116300002
10631,0.131150007
10632,0.469599992
10633,0.29223001
10634,0.102810003
10635,0.110440001
10636,0.190479994
10637,0.254999995
10638,0.44964999
10639,0.451249987
10640,0.444990009
10641,0.477919996
10642,0.40693
10643,0.450630009
10644,0.22631
10645,0.267850012
10646,0.49289
10647,0.346540004
10648,0.266990006
10649,0.420329988
10650,0.259970009
10651,0.163240001
10652,0.282920003
10653,0.407050014
10654,0.215920001
10655,0.268049985
10656,0.220609993
10657,0.136109993
10658,0.49970001
10659,0.483990014
10660,0.153329998
10661,0.0475750193
10662,0.0209599994
10663,0.355989993
10664,0.460209996
10665,0.229829997
10666,0.0951699987
10667,0.153139994
10668,0.392969996
10669,0.330269992
10670,0.25582999
10671,0.465900004
10672,0.0635700002
10673,0.30072999
10674,0.129360005
10675,0.241630003
10676,0.0561700016
10677,0.423599988
10678,0.342590004
10679,0.459800005
10680,0.0715200007
10681,0.41760999
10682,0.163680002
10683,0.220919997
10684,0.375919998
10685,0.345670015
10686,0.343840003
10687,0.0262899995
10688,0.195010006
10689,0.371399194
10690,0.0403800011
10691,0.0894899964
10692,0.253989995
10693,0.470279992
10694,0.479070008
10695,0.197310001
10696,0.184760004
10697,0.256590009
10698,0.234540001
10699,0.43689999
10700,0.14937
10701,0.192660004
10702,0.476500005
10703,0.478100002
10704,0.145659998
10705,0.47902
10706,0.145140007
10707,0.485329986
10708,0.304690003
10709,0.0756900012
10710,0.454530001
10711,0.322210014
10712,0.116339996
10713,0.343820006
10714,0.261139989
10715,0.0760599971
10716,0.401219994
10717,0.181449994
10718,0.381350011
10719,0.446150005
10720,0.33070001
10721,0.114100002
10722,0.438109994
10723,0.410450011
10724,0.467779994
10725,0.261790007
10726,0.468769997
10727,0.321370006
10728,0.105750002
10729,0.374240011
10730,0.187670007
10731,0.293410003
10732,0.0776600018
10733,0.37579
10734,0.219980001
10735,0.233611107
10736,0.13944
10737,0.211480007
10738,0.0782200024
10739,0.0540499985
10740,0.252039999
10741,0.28459999
10742,0.0866300017
10743,0.168369994
10744,0.145439997
10745,0.330440015
10746,0.317470014
10747,0.266299993
10748,0.316350013
10749,0.236860007
10750,0.282279998
10751,0.244829997
10752,0.277640015
10753,0.0529799983
10754,0.488669991
10755,0.430359989
10756,0.183599994
10757,0.268759996
10758,0.455639988
10759,0.248549998
10760,0.162310004
10761,0.148359999
10762,0.0949100032
10763,0.0693999976
10764,0.330309987
10765,0.189408094
10766,0.299329996
10767,0.0905700028
10768,0.15625
10769,0.129529998
10770,0.197129995
10771,0.420599997
10772,0.171684995
10773,0.255050004
10774,0.426730007
10775,0.248689994
10776,0.0921199992
10777,0.460790008
10778,0.452250004
10779,0.346819997
10780,0.104330003
10781,0.197390005
10782,0.151820004
10783,0.367309988
10784,0.389589995
10785,0.154829994
10786,0.105389997
10787,0.0432999991
10788,0.137170002
10789,0.486009985
10790,0.483720005
10791,0.116690002
10792,0.0970500037
10793,0.177169994
10794,0.129010007
10795,0.397529989
10796,0.417760015
10797,0.276230007
10798,0.26376
10799,0.40880999
10800,0.204089999
10801,0.0827199966
10802,0.486259997
10803,0.302300006
10804,0.212400004
10805,0.105769999
10806,0.112939999
10807,0.14271
10808,0.253560007
10809,0.134029999
10810,0.120860003
10811,0.102190003
10812,0.381280005
10813,0.0288800001
10814,0.107409999
10815,0.259249985
10816,0.0483499989
10817,0.493479997
10818,0.157639995
10819,0.0763100013
10820,0.197789997
10821,0.417959988
10822,0.258650005
10823,0.137759998
10824,0.109559998
10825,0.236520007
10826,0.0987100005
10827,0.461479992
10828,0.265879989
10829,0.285899997
10830,0.139160007
10831,0.318699986
10832,0.373299986
10833,0.200580001
10834,0.117140003
10835,0.298900008
10836,0.0528599992
10837,0.0839300007
10838,0.192340001
10839,0.120800003
10840,0.37349999
10841,0.396200001
10842,0.492330015
10843,0.474000007
10844,0.0801699981
10845,0.0543299988
10846,0.483500004
10847,0.117959999
10848,0.166720003
10849,0.196009994
10850,0.0840699971
10851,0.346340001
10852,0.170139998
10853,0.379299998
10854,0.158099994
10855,0.0738599971
10856,0.429399997
10857,0.193873003
10858,0.125709996
10859,0.278360009
10860,0.192719996
10861,0.361099988
10862,0.161789998
10863,0.0500999987
10864,0.442570001
10865,0.23985
10866,0.191229999
10867,0.0345100015
10868,0.118469998
10869,0.088349998
10870,0.265819997
10871,0.0526699983
10872,0.0588399991
10873,0.188020006
10874,0.207420006
10875,0.192200005
10876,0.265520006
10877,0.314119995
10878,0.0771600008
10879,0.386130005
10880,0.082249999
10881,0.454320014
10882,0.218600005
10883,0.251049995
10884,0.145590007
10885,0.452509999
10886,0.0771400034
10887,0.0773499981
10888,0.247529998
10889,0.1391
10890,0.304529995
10891,0.269219995
10892,0.486719996
10893,0.469999999
10894,0.371309996
10895,0.252200007
10896,0.326389998
10897,0.475329995
10898,0.342779994
10899,0.268279999
10900,0.0970700011
10901,0.473199993
10902,0.468569994
10903,0.255910009
10904,0.214650005
10905,0.107040003
10906,0.100529999
10907,0.369619995
10908,0.451909989
10909,0.338389993
10910,0.161520004
10911,0.290270001
10912,0.14858
10913,0.171639994
10914,0.0532599986
10915,0.233199999
10916,0.183610007
10917,0.220620006
10918,0.282270014
10919,0.158659995
10920,0.256099999
10921,0.303579986
10922,0.337199986
10923,0.0672499985
10924,0.182190001
10925,0.182060003
10926,0.165189996
10927,0.135700002
10928,0.123850003
10929,0.439630002
10930,0.141509995
10931,0.296660006
10932,0.120399997
10933,0.192120001
10934,0.216539994
10935,0.181319997
10936,0.157120004
10937,0.236129999
10938,0.205960006
10939,0.123510003
10940,0.131479993
10941,0.0390099995
10942,0.133180007
10943,0.211019993
10944,0.479999989
10945,0.258670002
10946,0.252799988
10947,0.346650004
10948,0.275370002
10949,0.385100007
10950,0.418150008
10951,0.123199999
10952,0.251899987
10953,0.174370006
10954,0.0858199969
10955,0.441599995
10956,0.217399999
10957,0.273259997
10958,0.422199994
10959,0.215550005
10960,0.215969995
10961,0.469999999
10962,0.134289995
10963,0.427659988
10964,0.245539993
10965,0.284020007
10966,0.20521
10967,0.328249991
10968,0.449339986
10969,0.195810005
10970,0.105120003
10971,0.478280008
10972,0.154420003
10973,0.351429999
10974,0.169949993
10975,0.277740002
10976,0.161280006
10977,0.337830007
10978,0.300722152
10979,0.12156
10980,0.392699987
10981,0.45581001
10982,0.107620001
10983,0.255792201
10984,0.211539999
10985,0.138239995
10986,0.0530599989
10987,0.461979985
10988,0.123319998
10989,0.143669993
10990,0.0745500028
10991,0.0855100006
10992,0.102509998
10993,0.152429998
10994,0.364789993
10995,0.359719992
10996,0.392969996
10997,0.192640007
10998,0.0843200013
10999,0.187360004
11000,0.243740395
11001,0.316320002
11002,0.285180002
11003,0.0704300031
11004,0.0844900012
11005,0.156959996
11006,0.0826499984
11007,0.28267011
11008,0.179199994
11009,0.416370004
11010,0.165590003
11011,0.146569997
11012,0.0968099982
11013,0.130449995
11014,0.0781000033
11015,0.477930009
11016,0.0848399997
11017,0.180759996
11018,0.34119001
11019,0.255499989
11020,0.266039997
11021,0.0268600006
11022,0.351280004
11023,0.464700013
11024,0.170279995
11025,0.151199996
11026,0.256570011
11027,0.369190007
11028,0.474790007
11029,0.137160003
11030,0.221349999
11031,0.170159996
11032,0.17317
11033,0.157869995
11034,0.100060001
11035,0.158209994
11036,0.163059995
11037,0.406019986
11038,0.123109996
11039,0.228990003
11040,0.210800007
11041,0.360549986
11042,0.451090008
11043,0.0545100011
11044,0.156780005
11045,0.407460004
11046,0.0401399992
11047,0.12545
11048,0.0177100003
11049,0.45291999
11050,0.163709998
11051,0.474099994
11052,0.485599995
11053,0.254350007
11054,0.137840003
11055,0.143769994
11056,0.130919993
11057,0.280999988
11058,0.226789996
11059,0.0831200033
11060,0.457619995
11061,0.125239998
11062,0.402940005
11063,0.05779
11064,0.143350005
11065,0.27136001
11066,0.201450005
11067,0.496179998
11068,0.0812700018
11069,0.01767
11070,0.427040011
11071,0.082249999
11072,0.150619999
11073,0.171259999
11074,0.25029999
11075,0.444739997
11076,0.146139994
11077,0.134800002
11078,0.45638001
11079,0.26730001
11080,0.483040005
11081,0.219400004
11082,0.161390007
11083,0.165790007
11084,0.0606799982
11085,0.197129995
11086,0.487690002
11087,0.124130003
11088,0.189590007
11089,0.498459995
11090,0.133499995
11091,0.356709987
11092,0.461129993
11093,0.220300004
11094,0.39684999
11095,0.403250009
11096,0.418170005
11097,0.370400012
11098,0.237440005
11099,0.241970003
11100,0.401910007
11101,0.201580003
11102,0.233520001
11103,0.404049993
11104,0.119460002
11105,0.237499997
11106,0.102779999
11107,0.453310013
11108,0.347130001
11109,0.138400003
11110,0.247510001
11111,0.467929989
11112,0.392679989
11113,0.419869989
11114,0.288230002
11115,0.0370399989
11116,0.390729994
11117,0.0818499997
11118,0.244299993
11119,0.166649997
11120,0.357129991
11121,0.453299999
11122,0.470779985
11123,0.369540006
11124,0.0550700016
11125,0.4815
11126,0.459289998
11127,0.352070004
11128,0.331149995
11129,0.462870002
11130,0.241699994
11131,0.251830012
11132,0.302670002
11133,0.182769999
11134,0.0265599992
11135,0.0964599997
11136,0.301039994
11137,0.36541
11138,0.146180004
11139,0.112549998
11140,0.376239985
11141,0.26207
11142,0.28512001
11143,0.473670006
11144,0.488070011
11145,0.218490005
11146,0.165169999
11147,0.331779987
11148,0.260710001
11149,0.189649999
11150,0.0666299984
11151,0.389589995
11152,0.462749988
11153,0.481130004
11154,0.372770011
11155,0.321729988
11156,0.399749994
11157,0.0780100003
11158,0.0789199993
11159,0.31150949
11160,0.0453299992
11161,0.192509994
11162,0.178430006
11163,0.349059999
11164,0.0810699984
11165,0.382470012
11166,0.259090006
11167,0.345899999
11168,0.124009997
11169,0.196260005
11170,0.480639994
11171,0.185169995
11172,0.123070002
11173,0.492749989
11174,0.192949995
11175,0.125780001
11176,0.342029989
11177,0.400940001
11178,0.178929999
11179,0.320039988
11180,0.110349998
11181,0.152590007
11182,0.093340002
11183,0.271640003
11184,0.499599993
11185,0.140849993
11186,0.110529996
11187,0.187769994
11188,0.105669998
11189,0.257640004
11190,0.492709994
11191,0.47973001
11192,0.297659606
11193,0.370499998
11194,0.406399995
11195,0.162310004
11196,0.302639991
11197,0.47547999
11198,0.313140005
11199,0.268189996
11200,0.486319989
11201,0.288190007
11202,0.266589999
11203,0.0820100009
11204,0.150549993
11205,0.179210007
11206,0.141709998
11207,0.155860007
11208,0.355720013
11209,0.27601999
11210,0.487100005
11211,0.139219999
11212,0.248390004
11213,0.212919995
11214,0.0785799995
11215,0.262629986
11216,0.423530012
11217,0.332340002
11218,0.110440001
11219,0.133680001
11220,0.386189997
11221,0.471249998
11222,0.309909999
11223,0.229660004
11224,0.0471399985
11225,0.155059993
11226,0.404269993
11227,0.193090007
11228,0.125039995
11229,0.26275
11230,0.355260015
11231,0.179360002
11232,0.168369994
11233,0.481950015
11234,0.375889987
11235,0.425489992
11236,0.438039988
11237,0.430099994
11238,0.296820015
11239,0.121210001
11240,0.319050014
11241,0.459089994
11242,0.300199986
11243,0.209089994
11244,0.275150001
11245,0.0872699991
11246,0.255309999
11247,0.0734900013
11248,0.417439997
11249,0.383579999
11250,0.136669993
11251,0.201120004
11252,0.163800001
11253,0.369841188
11254,0.365359992
11255,0.166250005
11256,0.0825600028
11257,0.396100014
11258,0.354099989
11259,0.35721001
11260,0.0802600011
11261,0.295289993
11262,0.465380013
11263,0.0668599978
11264,0.320039988
11265,0.086029999
11266,0.348960012
11267,0.36680001
11268,0.360900015
11269,0.480120003
11270,0.267580003
11271,0.406049997
11272,0.172330007
11273,0.0738700032
11274,0.138449997
11275,0.427049994
11276,0.0643900037
11277,0.33901
11278,0.117360003
11279,0.144099995
11280,0.394129992
11281,0.459989995
11282,0.136830002
11283,0.468309999
11284,0.415870011
11285,0.348289996
11286,0.30746001
11287,0.0517200008
11288,0.333059996
11289,0.0978199989
11290,0.493840009
11291,0.267179996
11292,0.259310007
11293,0.266689986
11294,0.177289993
11295,0.084239997
11296,0.140959993
11297,0.0649000034
11298,0.0952899978
11299,0.441080004
11300,0.250970006
11301,0.149489999
11302,0.115780003
11303,0.0598100014
11304,0.423649997
11305,0.162640005
11306,0.287640005
11307,0.131229997
11308,0.0796300024
11309,0.171770006
11310,0.360989988
11311,0.053199999
11312,0.261619985
11313,0.197290003
11314,0.490209997
11315,0.38962999
11316,0.0441799983
11317,0.263880014
11318,0.257450014
11319,0.375970006
11320,0.326029986
11321,0.086649999
11322,0.139109999
11323,0.300359994
11324,0.489149988
11325,0.134340003
11326,0.39102
11327,0.122469999
11328,0.0990699977
11329,0.294860005
11330,0.143680006
11331,0.120370001
11332,0.130209997
11333,0.394410014
11334,0.0860999972
11335,0.491560012
11336,0.281349987
11337,0.0868299976
11338,0.306089997
11339,0.277130008
11340,0.424569994
11341,0.246940002
11342,0.460170001
11343,0.129270002
11344,0.146339998
11345,0.0268300008
11346,0.184200004
11347,0.290783495
11348,0.477800012
11349,0.441980004
11350,0.237920001
11351,0.118309997
11352,0.322950006
11353,0.241689995
11354,0.121150002
11355,0.259160012
11356,0.258219987
11357,0.385410011
11358,0.0705299973
11359,0.186839998
11360,0.11101
11361,0.379619986
11362,0.154129997
11363,0.299059987
11364,0.245969996
11365,0.138040006
11366,0.49417001
11367,0.417380005
11368,0.132780001
11369,0.48111999
11370,0.480300009
11371,0.328929991
11372,0.0437600017
11373,0.199540004
11374,0.208969995
11375,0.356359988
11376,0.187600002
11377,0.252609998
11378,0.225539997
11379,0.155929998
11380,0.252200007
11381,0.0676999986
11382,0.386339992
11383,0.25150001
11384,0.142739996
11385,0.363110006
11386,0.198510006
11387,0.144089997
11388,0.135250002
11389,0.11191
11390,0.0458200015
11391,0.243870005
11392,0.487159997
11393,0.129979998
11394,0.449939996
11395,0.169980004
11396,0.0657899976
11397,0.245729998
11398,0.473500013
11399,0.0113300001
11400,0.132410005
11401,0.407099992
11402,0.24842
11403,0.0537
11404,0.102530003
11405,0.463869989
11406,0.183569998
11407,0.354999989
11408,0.17904
11409,0.169029996
11410,0.315910012
11411,0.211180001
11412,0.0994200036
11413,0.458680004
11414,0.36432001
11415,0.211989999
11416,0.142949998
11417,0.446370006
11418,0.139559999
11419,0.280119985
11420,0.2236
11421,0.0983999968
11422,0.104790002
11423,0.0908600017
11424,0.47499001
11425,0.162169993
11426,0.146520004
11427,0.196449995
11428,0.136199996
11429,0.29370001
11430,0.189554796
11431,0.0643299967
11432,0.191939995
11433,0.218569994
11434,0.235200003
11435,0.433340013
11436,0.41861999
11437,0.119259998
11438,0.227779999
11439,0.252979994
11440,0.110289998
11441,0.290120006
11442,0.253729999
11443,0.497599989
11444,0.0677300021
11445,0.196290001
11446,0.216150001
11447,0.236100003
11448,0.262510002
11449,0.492749989
11450,0.249730006
11451,0.0252100006
11452,0.46303001
11453,0.183369994
11454,0.466419995
11455,0.163770005
11456,0.2949
11457,0.187199995
11458,0.46687001
11459,0.403820008
11460,0.104249999
11461,0.196339995
11462,0.1096
11463,0.0799700022
11464,0.27680999
11465,0.158260003
11466,0.155589998
11467,0.348820001
11468,0.182779998
11469,0.241510004
11470,0.458490014
11471,0.262479991
11472,0.0646442696
11473,0.456099987
11474,0.145640001
11475,0.131400004
11476,0.146459997
11477,0.129969999
11478,0.47626999
11479,0.471700013
11480,0.210659996
11481,0.403400004
11482,0.336279988
11483,0.390570015
11484,0.156049997
11485,0.497339994
11486,0.135700002
11487,0.389050007
11488,0.137789994
11489,0.269793987
11490,0.429329991
11491,0.473199993
11492,0.10723
11493,0.154139996
11494,0.19619
11495,0.488429993
11496,0.174850002
11497,0.16099
11498,0.0829100013
11499,0.49623999
11500,0.249860004
11501,0.0292000007
11502,0.464810014
11503,0.0555399992
11504,0.111189999
11505,0.148619995
11506,0.251599997
11507,0.28215
11508,0.267419994
11509,0.485029995
11510,0.14621
11511,0.483020008
11512,0.402740002
11513,0.287820011
11514,0.485825658
11515,0.495759994
11516,0.397899985
11517,0.276609987
11518,0.366809994
11519,0.186719999
11520,0.1928
11521,0.255199999
11522,0.459818095
11523,0.130370006
11524,0.197799996
11525,0.278829992
11526,0.153349996
11527,0.195910007
11528,0.0783199966
11529,0.432660013
11530,0.496619999
11531,0.271820009
11532,0.376800001
11533,0.254860014
11534,0.20465
11535,0.15343
11536,0.37371999
11537,0.0913800001
11538,0.175709993
11539,0.431589991
11540,0.347559988
11541,0.377310008
11542,0.175239995
11543,0.240659997
11544,0.343160003
11545,0.154970005
11546,0.0903500021
11547,0.429780006
11548,0.244900003
11549,0.140660003
11550,0.140699998
11551,0.163729995
11552,0.33337
11553,0.137989998
11554,0.302789986
11555,0.139929995
11556,0.293929994
11557,0.0417000018
11558,0.155230001
11559,0.357549995
11560,0.0566099994
11561,0.0822800025
11562,0.286199987
11563,0.0800300017
11564,0.448500007
11565,0.496800005
11566,0.485320002
11567,0.212809995
11568,0.191579998
11569,0.26602
11570,0.26662001
11571,0.114579998
11572,0.467999995
11573,0.204040006
11574,0.159490004
11575,0.468369991
11576,0.457780004
11577,0.473219991
11578,0.127570003
11579,0.453570008
11580,0.420020014
11581,0.332975864
11582,0.274360001
11583,0.108350001
11584,0.203569993
11585,0.372999996
11586,0.212090001
11587,0.158889994
11588,0.402830005
11589,0.1382
11590,0.411379993
11591,0.180590004
11592,0.0764499977
11593,0.148699999
11594,0.0223600008
11595,0.28354001
11596,0.475930005
11597,0.460449994
11598,0.451079994
11599,0.0453100018
11600,0.0947000012
11601,0.0952199996
11602,0.470899999
11603,0.165179998
11604,0.299082398
11605,0.438699991
11606,0.137380004
11607,0.333039999
11608,0.413789988
11609,0.427489996
11610,0.244760007
11611,0.319110006
11612,0.456569999
11613,0.229550004
11614,0.163409993
11615,0.194999993
11616,0.22089
11617,0.40417999
11618,0.303779989
11619,0.462779999
11620,0.0995699987
11621,0.116439998
11622,0.487360001
11623,0.354009986
11624,0.259939998
11625,0.176939994
11626,0.160840005
11627,0.111000001
11628,0.209209993
11629,0.340979993
11630,0.090669997
11631,0.175669998
11632,0.14057
11633,0.199239999
11634,0.316320002
11635,0.147229999
11636,0.172879994
11637,0.292930007
11638,0.458279997
11639,0.213080004
11640,0.437269986
11641,0.0483199991
11642,0.276789993
11643,0.328550011
11644,0.472229987
11645,0.333499998
11646,0.385250002
11647,0.372480005
11648,0.252400011
11649,0.250010014
11650,0.125740007
11651,0.436830014
11652,0.473760009
11653,0.10943
11654,0.487470001
11655,0.103880003
11656,0.148959994
11657,0.077820003
11658,0.116460003
11659,0.248710006
11660,0.479660004
11661,0.334500015
11662,0.152050003
11663,0.0657299981
11664,0.153380007
11665,0.49970001
11666,0.222709998
11667,0.404390007
11668,0.0851199999
11669,0.204779997
11670,0.27759999
11671,0.464410007
11672,0.139210001
11673,0.34593001
11674,0.0882399976
11675,0.233370006
11676,0.144119993
11677,0.208140001
11678,0.444559991
11679,0.480140001
11680,0.0810199976
11681,0.362720013
11682,0.194629997
11683,0.179930001
11684,0.170359999
11685,0.15636
11686,0.170929998
11687,0.125850007
11688,0.330559999
11689,0.270480007
11690,0.112039998
11691,0.331169993
11692,0.463930011
11693,0.0756999999
11694,0.173010007
11695,0.187749997
11696,0.495099992
11697,0.235459998
11698,0.0735400021
11699,0.483530015
11700,0.397489995
11701,0.497299999
11702,0.106720001
11703,0.0986400023
11704,0.323799998
11705,0.480080009
11706,0.447589993
11707,0.44788
11708,0.121370003
11709,0.442449987
11710,0.0761599988
11711,0.300119996
11712,0.275469989
11713,0.385170013
11714,0.470369995
11715,0.195130005
11716,0.162673101
11717,0.149800003
11718,0.280970007
11719,0.440600008
11720,0.06219
11721,0.126599997
11722,0.426970005
11723,0.468739986
11724,0.435099989
11725,0.467330009
11726,0.109970003
11727,0.132850006
11728,0.402390003
11729,0.15174
11730,0.406340003
11731,0.245018497
11732,0.349640012
11733,0.353700012
11734,0.129649997
11735,0.0631100014
11736,0.365469992
11737,0.180759996
11738,0.0750999972
11739,0.0934899971
11740,0.124710001
11741,0.163729995
11742,0.0736799985
11743,0.154740006
11744,0.292860001
11745,0.478329986
11746,0.176440001
11747,0.249270007
11748,0.25169
11749,0.106540002
11750,0.384959996
11751,0.0211399999
11752,0.144569993
11753,0.120619997
11754,0.172299996
11755,0.0872600004
11756,0.0796400011
11757,0.121569999
11758,0.324900001
11759,0.0749199986
11760,0.248290002
11761,0.49217999
11762,0.468030006
11763,0.445100009
11764,0.156130001
11765,0.0716700032
11766,0.24278
11767,0.357820004
11768,0.172099993
11769,0.281800002
11770,0.242650002
11771,0.0758399963
11772,0.143409997
11773,0.157179996
11774,0.066019997
11775,0.497299999
11776,0.408679992
11777,0.123199999
11778,0.469399989
11779,0.0898400024
11780,0.299529999
11781,0.130429998
11782,0.230599999
11783,0.242489994
11784,0.326020002
11785,0.0846199989
11786,0.127200007
11787,0.378529996
11788,0.103893802
11789,0.15354
11790,0.0733499974
11791,0.146980003
11792,0.059700001
11793,0.0500500016
11794,0.438699991
11795,0.371969998
11796,0.161899999
11797,0.0257699993
11798,0.175679997
11799,0.321229994
11800,0.270579994
11801,0.128189996
11802,0.19698
11803,0.0853400007
11804,0.142879993
11805,0.453669995
11806,0.243090004
11807,0.0822800025
11808,0.211009994
11809,0.410100013
11810,0.222110003
11811,0.249599993
11812,0.495270014
11813,0.0821499974
11814,0.0807299986
11815,0.485570014
11816,0.0781999975
11817,0.14181
11818,0.219119996
11819,0.341500014
11820,0.197080001
11821,0.07711
11822,0.20318
11823,0.286920011
11824,0.215110004
11825,0.136160001
11826,0.481106907
11827,0.451992035
11828,0.111589998
11829,0.299800009
11830,0.214560002
11831,0.138779998
11832,0.320780009
11833,0.444680005
11834,0.473610014
11835,0.210769996
11836,0.433820009
11837,0.106449999
11838,0.18378
11839,0.261330009
11840,0.497110009
11841,0.272520006
11842,0.371560007
11843,0.476749986
11844,0.253609985
11845,0.479090005
11846,0.203930005
11847,0.216800004
11848,0.0438800007
11849,0.108130001
11850,0.38361001
11851,0.136189997
11852,0.489930004
11853,0.124849997
11854,0.269340008
11855,0.473960012
11856,0.102399997
11857,0.433070004
11858,0.181679994
11859,0.170080006
11860,0.146410003
11861,0.145789996
11862,0.0817100033
11863,0.0252100006
11864,0.36067
11865,0.384359986
11866,0.156240001
11867,0.0421600007
11868,0.0748699978
11869,0.180199996
11870,0.285490006
11871,0.199349999
11872,0.207359999
11873,0.245010003
11874,0.168990001
11875,0.286529988
11876,0.0803600028
11877,0.145569995
11878,0.123460002
11879,0.132579997
11880,0.445360005
11881,0.366420001
11882,0.496399999
11883,0.132839993
11884,0.0675700009
11885,0.441509992
11886,0.126849994
11887,0.384200007
11888,0.0607400015
